TicketID,CreatedAt,CustomerID,Language,Channel,IssueCategory,Priority,Description,AgentName,AdvisorName,DeskName,ResponseTimeMinutes,ResolutionTimeMinutes,CSAT,Sentiment,SupportQuality,Outcome,Organization,RefundAmount,Notes,CallTranscript
CFA-2025-0152,7/15/2025 16:33,CUST-79498,Spanish,Email,Tax Document,Low,Falta el formulario 1099 o tiene datos incompletos.,M. Rodriguez,Isabella Conti,Tax Center,129,396,2,Negative,Poor,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (M. Rodriguez): Estoy revisando los registros y la política de permisos de su cuenta. Agent (M. Rodriguez): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Isabella Conti hará seguimiento durante 24 horas. Agent (M. Rodriguez): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0153,6/23/2025 14:49,CUST-11789,French,Chat,Transfer/ACH,Medium,Virement ACH retardé ou non comptabilisé.,E. Martinez,Valeria Pérez,Cash Operations,3,351,3,Neutral,Average,Resolved,Contoso Financial Advisors,22.32,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (E. Martinez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (E. Martinez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Valeria Pérez assurera un suivi pendant 24 heures. Agent (E. Martinez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0154,7/8/2025 9:20,CUST-70895,English,In-App,Portfolio Performance,Medium,Performance dashboard shows inconsistent returns.,M. Rodriguez,Daniel Ortiz,Advisory Analytics,83,697,3,Negative,Average,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (M. Rodriguez): We received your in-app message. Customer: The performance numbers look off. Agent (M. Rodriguez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0155,7/31/2025 18:31,CUST-75145,Spanish,Branch,Trade Execution,Low,La orden falló en horario de mercado; quedó en pendiente.,D. Johnson,Alex Rivera,Trading Desk – Equities,12,355,4,Neutral,Excellent,Resolved,Contoso Financial Advisors,10.71,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (D. Johnson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (D. Johnson): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Alex Rivera hará seguimiento durante 24 horas. Agent (D. Johnson): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0156,5/21/2025 8:12,CUST-77940,French,Chat,Tax Document,Medium,Formulaire 1099 manquant ou incomplet.,E. Martinez,Nikhil Verma,Tax Center,5,,2,Neutral,Poor,Unresolved,Contoso Financial Advisors,17.35,Escaladé ; en attente de la mise à jour du spécialiste.,"Client : Oui, je peux fournir ces informations. Agent (E. Martinez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (E. Martinez): J'ai transmis le dossier à l'équipe spécialisée et placé une alerte sur le compte. Le conseiller Nikhil Verma vous tiendra informé d'ici la fin de la journée. Agent (E. Martinez): Nous vous tiendrons informé via votre moyen de contact préféré. Vous pouvez mentionner le numéro de ticket dans toute réponse."
CFA-2025-0157,6/8/2025 16:04,CUST-43554,English,Email,KYC/Onboarding,Low,Client verification documents rejected repeatedly.,A. Patel,Diego Alvarez,KYC Operations,81,,1,Neutral,Poor,Unresolved,Contoso Financial Advisors,20.83,Escalated; awaiting specialist update.,"Agent (A. Patel): Thanks for contacting Contoso Support. Customer: My ID keeps getting rejected. Agent (A. Patel): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0158,6/24/2025 13:36,CUST-94585,Spanish,Branch,Fraud Alert,High,Transacción no reconocida activó una alerta de fraude.,C. Williams,Amélie Bernard,Fraud Operations,13,534,3,Neutral,Average,Resolved,Contoso Financial Advisors,7.62,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (C. Williams): Estoy revisando los registros y la política de permisos de su cuenta. Agent (C. Williams): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Amélie Bernard hará seguimiento durante 24 horas. Agent (C. Williams): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0159,5/12/2025 11:46,CUST-46900,French,Branch,Advisory Appointment,Low,Besoin de reprogrammer avec le conseiller ; calendrier non synchronisé.,L. Nguyen,Nadia Ben Ali,Advisory Services – Scheduling,11,65,3,Negative,Average,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (L. Nguyen): Je consulte les journaux et la politique des autorisations de votre compte. Agent (L. Nguyen): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Nadia Ben Ali assurera un suivi pendant 24 heures. Agent (L. Nguyen): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0160,7/5/2025 17:01,CUST-22852,English,In-App,Transfer/ACH,High,ACH transfer delayed or failed to post.,A. Patel,Liam O'Connor,Cash Operations,62,173,2,Neutral,Poor,Resolved,Contoso Financial Advisors,38.02,Resolved; follow-up scheduled.,"Agent (A. Patel): We received your in-app message. Customer: An ACH I initiated hasn't posted. Agent (A. Patel): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0161,6/19/2025 13:09,CUST-15348,Spanish,Email,Tax Document,Low,Falta el formulario 1099 o tiene datos incompletos.,L. Nguyen,Chloé Mercier,Tax Center,33,85,4,Negative,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (L. Nguyen): Estoy revisando los registros y la política de permisos de su cuenta. Agent (L. Nguyen): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Chloé Mercier hará seguimiento durante 24 horas. Agent (L. Nguyen): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0162,7/4/2025 8:44,CUST-73618,French,Phone,Transfer/ACH,Low,Virement ACH retardé ou non comptabilisé.,D. Johnson,Jean-Pierre Rousseau,Cash Operations,6,375,4,Neutral,Excellent,Resolved,Contoso Financial Advisors,18.1,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (D. Johnson): Je consulte les journaux et la politique des autorisations de votre compte. Agent (D. Johnson): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Jean-Pierre Rousseau assurera un suivi pendant 24 heures. Agent (D. Johnson): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0163,6/1/2025 10:20,CUST-72666,English,Phone,KYC/Onboarding,Medium,Client verification documents rejected repeatedly.,C. Williams,Diego Alvarez,KYC Operations,2,1712,4,Negative,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (C. Williams): Thank you for calling Contoso Financial Advisors. Customer: My ID keeps getting rejected. Agent (C. Williams): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0164,8/4/2025 18:12,CUST-51920,Spanish,Phone,Account Access,Low,No puedo iniciar sesión; la MFA no funciona.,C. Williams,Grace Lee,Client Access Support,5,140,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (C. Williams): Estoy revisando los registros y la política de permisos de su cuenta. Agent (C. Williams): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Grace Lee hará seguimiento durante 24 horas. Agent (C. Williams): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0165,9/4/2025 17:48,CUST-67879,French,Chat,Tax Document,Medium,Formulaire 1099 manquant ou incomplet.,M. Rodriguez,Chloé Mercier,Tax Center,3,270,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (M. Rodriguez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (M. Rodriguez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Chloé Mercier assurera un suivi pendant 24 heures. Agent (M. Rodriguez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0166,7/29/2025 7:14,CUST-90895,English,Email,Regulatory Disclosure,Low,Missing ADV Part 2A link in client portal.,M. Rodriguez,Aurélie Petit,Compliance Desk,48,378,5,Neutral,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (M. Rodriguez): Thanks for contacting Contoso Support. Customer: Where can I find the ADV disclosure? Agent (M. Rodriguez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0167,7/4/2025 15:11,CUST-97667,Spanish,Email,Regulatory Disclosure,High,Falta el enlace al documento ADV Parte 2A.,A. Patel,Miguel Castillo,Compliance Desk,90,705,3,Positive,Average,Resolved,Contoso Financial Advisors,22.48,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (A. Patel): Estoy revisando los registros y la política de permisos de su cuenta. Agent (A. Patel): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Miguel Castillo hará seguimiento durante 24 horas. Agent (A. Patel): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0168,4/30/2025 15:27,CUST-24331,French,Email,Tax Document,Low,Formulaire 1099 manquant ou incomplet.,A. Patel,Nikhil Verma,Tax Center,70,113,4,Neutral,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (A. Patel): Je consulte les journaux et la politique des autorisations de votre compte. Agent (A. Patel): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Nikhil Verma assurera un suivi pendant 24 heures. Agent (A. Patel): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0169,5/19/2025 18:08,CUST-82112,English,Branch,Advisory Appointment,Critical,Need to reschedule with advisor; calendar not syncing.,M. Rodriguez,Nadia Ben Ali,Advisory Services – Scheduling,34,280,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (M. Rodriguez): Welcome to Contoso. Let's review your request. Customer: I need to reschedule with my advisor. Agent (M. Rodriguez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0170,5/16/2025 14:10,CUST-86363,Spanish,Phone,KYC/Onboarding,Medium,Los documentos de verificación fueron rechazados repetidamente.,A. Patel,Maya Chen,KYC Operations,5,317,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (A. Patel): Estoy revisando los registros y la política de permisos de su cuenta. Agent (A. Patel): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Maya Chen hará seguimiento durante 24 horas. Agent (A. Patel): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0171,6/5/2025 9:03,CUST-20567,French,Branch,Fraud Alert,High,Opération non reconnue ayant déclenché une alerte fraude.,B. Kim,Noah Fernandez,Fraud Operations,12,792,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (B. Kim): Je consulte les journaux et la politique des autorisations de votre compte. Agent (B. Kim): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Noah Fernandez assurera un suivi pendant 24 heures. Agent (B. Kim): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0172,5/22/2025 17:45,CUST-43848,English,Phone,Website Bug,Critical,Error 500 on positions page in web portal.,M. Rodriguez,Kevin Zhang,Digital Platforms – Web,3,,1,Negative,Poor,Unresolved,Contoso Financial Advisors,33.29,Escalated; awaiting specialist update.,"Agent (M. Rodriguez): Thank you for calling Contoso Financial Advisors. Customer: The positions page shows an error. Agent (M. Rodriguez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0173,6/15/2025 15:59,CUST-56539,Spanish,In-App,Account Access,Medium,No puedo iniciar sesión; la MFA no funciona.,L. Nguyen,Grace Lee,Client Access Support,74,143,3,Positive,Average,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (L. Nguyen): Estoy revisando los registros y la política de permisos de su cuenta. Agent (L. Nguyen): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Grace Lee hará seguimiento durante 24 horas. Agent (L. Nguyen): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0174,8/19/2025 18:59,CUST-67065,French,Phone,Transfer/ACH,High,Virement ACH retardé ou non comptabilisé.,B. Kim,Valeria Pérez,Cash Operations,10,456,3,Negative,Average,Resolved,Contoso Financial Advisors,27.18,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (B. Kim): Je consulte les journaux et la politique des autorisations de votre compte. Agent (B. Kim): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Valeria Pérez assurera un suivi pendant 24 heures. Agent (B. Kim): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0175,5/23/2025 10:09,CUST-53513,English,Email,KYC/Onboarding,High,Client verification documents rejected repeatedly.,E. Martinez,Maya Chen,KYC Operations,60,,1,Negative,Poor,Unresolved,Contoso Financial Advisors,0,Escalated; awaiting specialist update.,"Agent (E. Martinez): Thanks for contacting Contoso Support. Customer: My ID keeps getting rejected. Agent (E. Martinez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0176,7/16/2025 10:42,CUST-77182,Spanish,In-App,Tax Document,High,Falta el formulario 1099 o tiene datos incompletos.,S. Thompson,Isabella Conti,Tax Center,40,962,3,Neutral,Average,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (S. Thompson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (S. Thompson): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Isabella Conti hará seguimiento durante 24 horas. Agent (S. Thompson): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0177,8/4/2025 17:23,CUST-97965,French,Chat,Advisory Appointment,Medium,Besoin de reprogrammer avec le conseiller ; calendrier non synchronisé.,M. Rodriguez,Caroline Foster,Advisory Services – Scheduling,3,172,3,Positive,Average,Resolved,Contoso Financial Advisors,8.69,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (M. Rodriguez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (M. Rodriguez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Caroline Foster assurera un suivi pendant 24 heures. Agent (M. Rodriguez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0178,7/18/2025 11:06,CUST-75185,English,Branch,Fee Inquiry,Low,Question about advisory fees and breakpoints.,J. Chen,Ava Thompson,Billing Operations,8,,1,Neutral,Poor,Unresolved,Contoso Financial Advisors,0,Escalated; awaiting specialist update.,"Agent (J. Chen): Welcome to Contoso. Let's review your request. Customer: Were these advisory fees calculated correctly? Agent (J. Chen): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0179,7/10/2025 16:31,CUST-67560,Spanish,In-App,Trade Execution,Medium,La orden falló en horario de mercado; quedó en pendiente.,D. Johnson,Marc Dubois,Trading Desk – Equities,112,347,4,Neutral,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (D. Johnson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (D. Johnson): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Marc Dubois hará seguimiento durante 24 horas. Agent (D. Johnson): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0180,6/11/2025 10:14,CUST-59313,French,Email,Tax Document,Medium,Formulaire 1099 manquant ou incomplet.,D. Johnson,Chloé Mercier,Tax Center,202,201,3,Positive,Average,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (D. Johnson): Je consulte les journaux et la politique des autorisations de votre compte. Agent (D. Johnson): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Chloé Mercier assurera un suivi pendant 24 heures. Agent (D. Johnson): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0181,8/26/2025 9:16,CUST-79250,English,Chat,Website Bug,High,Error 500 on positions page in web portal.,L. Nguyen,Bastien Leroy,Digital Platforms – Web,3,,2,Neutral,Poor,Unresolved,Contoso Financial Advisors,0,Escalated; awaiting specialist update.,"Agent (L. Nguyen): You're connected with Contoso Support. Customer: The positions page shows an error. Agent (L. Nguyen): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0182,6/24/2025 15:48,CUST-42820,Spanish,In-App,Fraud Alert,Low,Transacción no reconocida activó una alerta de fraude.,B. Kim,Rohan Mehta,Fraud Operations,38,,1,Negative,Poor,Unresolved,Contoso Financial Advisors,0,Escalado; en espera de actualización del especialista.,"Cliente: Claro, puedo proporcionarlo. Agent (B. Kim): Estoy revisando los registros y la política de permisos de su cuenta. Agent (B. Kim): He escalado el caso al equipo especialista y creado una alerta en la cuenta. El asesor Rohan Mehta le actualizará antes de finalizar el día. Agent (B. Kim): Le mantendremos informado por su medio de contacto preferido. Puede referirse al número de ticket en cualquier respuesta."
CFA-2025-0183,7/4/2025 11:15,CUST-95156,French,In-App,Fee Inquiry,High,Question sur les frais de conseil et paliers.,E. Martinez,Jordan Blake,Billing Operations,17,346,3,Negative,Average,Resolved,Contoso Financial Advisors,66.89,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (E. Martinez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (E. Martinez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Jordan Blake assurera un suivi pendant 24 heures. Agent (E. Martinez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0184,5/13/2025 13:25,CUST-53956,English,Chat,Website Bug,Medium,Error 500 on positions page in web portal.,C. Williams,Kevin Zhang,Digital Platforms – Web,4,1372,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (C. Williams): You're connected with Contoso Support. Customer: The positions page shows an error. Agent (C. Williams): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0185,6/5/2025 8:12,CUST-41487,Spanish,In-App,Fraud Alert,Low,Transacción no reconocida activó una alerta de fraude.,L. Nguyen,Noah Fernandez,Fraud Operations,60,371,3,Negative,Average,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (L. Nguyen): Estoy revisando los registros y la política de permisos de su cuenta. Agent (L. Nguyen): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Noah Fernandez hará seguimiento durante 24 horas. Agent (L. Nguyen): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0186,8/18/2025 17:43,CUST-73666,French,Chat,Fraud Alert,Low,Opération non reconnue ayant déclenché une alerte fraude.,A. Patel,Noah Fernandez,Fraud Operations,6,,1,Negative,Poor,Unresolved,Contoso Financial Advisors,0,Escaladé ; en attente de la mise à jour du spécialiste.,"Client : Oui, je peux fournir ces informations. Agent (A. Patel): Je consulte les journaux et la politique des autorisations de votre compte. Agent (A. Patel): J'ai transmis le dossier à l'équipe spécialisée et placé une alerte sur le compte. Le conseiller Noah Fernandez vous tiendra informé d'ici la fin de la journée. Agent (A. Patel): Nous vous tiendrons informé via votre moyen de contact préféré. Vous pouvez mentionner le numéro de ticket dans toute réponse."
CFA-2025-0187,6/5/2025 15:01,CUST-43162,English,Email,Fee Inquiry,High,Question about advisory fees and breakpoints.,S. Thompson,Jordan Blake,Billing Operations,64,283,4,Positive,Excellent,Resolved,Contoso Financial Advisors,8.43,Resolved; follow-up scheduled.,"Agent (S. Thompson): Thanks for contacting Contoso Support. Customer: Were these advisory fees calculated correctly? Agent (S. Thompson): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0188,6/21/2025 18:15,CUST-17451,Spanish,Chat,Tax Document,High,Falta el formulario 1099 o tiene datos incompletos.,B. Kim,Chloé Mercier,Tax Center,4,490,5,Negative,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (B. Kim): Estoy revisando los registros y la política de permisos de su cuenta. Agent (B. Kim): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Chloé Mercier hará seguimiento durante 24 horas. Agent (B. Kim): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0189,6/28/2025 11:12,CUST-91832,French,In-App,Fraud Alert,High,Opération non reconnue ayant déclenché une alerte fraude.,S. Thompson,Rohan Mehta,Fraud Operations,21,,2,Negative,Poor,Unresolved,Contoso Financial Advisors,0,Escaladé ; en attente de la mise à jour du spécialiste.,"Client : Oui, je peux fournir ces informations. Agent (S. Thompson): Je consulte les journaux et la politique des autorisations de votre compte. Agent (S. Thompson): J'ai transmis le dossier à l'équipe spécialisée et placé une alerte sur le compte. Le conseiller Rohan Mehta vous tiendra informé d'ici la fin de la journée. Agent (S. Thompson): Nous vous tiendrons informé via votre moyen de contact préféré. Vous pouvez mentionner le numéro de ticket dans toute réponse."
CFA-2025-0190,5/30/2025 15:43,CUST-52628,English,Phone,Website Bug,Low,Error 500 on positions page in web portal.,D. Johnson,Ana Morales,Digital Platforms – Web,5,520,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (D. Johnson): Thank you for calling Contoso Financial Advisors. Customer: The positions page shows an error. Agent (D. Johnson): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0191,5/12/2025 17:47,CUST-37512,Spanish,In-App,Fraud Alert,Low,Transacción no reconocida activó una alerta de fraude.,B. Kim,Noah Fernandez,Fraud Operations,96,500,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (B. Kim): Estoy revisando los registros y la política de permisos de su cuenta. Agent (B. Kim): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Noah Fernandez hará seguimiento durante 24 horas. Agent (B. Kim): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0192,7/20/2025 10:09,CUST-76100,French,In-App,Statement Error,Low,Relevé mensuel avec solde/frais incorrects.,R. Gupta,Ethan Park,Client Reporting Desk,47,137,3,Positive,Average,Resolved,Contoso Financial Advisors,63.14,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (R. Gupta): Je consulte les journaux et la politique des autorisations de votre compte. Agent (R. Gupta): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Ethan Park assurera un suivi pendant 24 heures. Agent (R. Gupta): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0193,6/10/2025 12:19,CUST-21231,English,Chat,Trade Execution,Low,Trade failed during market hours; order stuck in pending.,S. Thompson,Marc Dubois,Trading Desk – Equities,4,168,4,Positive,Excellent,Resolved,Contoso Financial Advisors,14.65,Resolved; follow-up scheduled.,"Agent (S. Thompson): You're connected with Contoso Support. Customer: My order stayed pending and missed the fill. Agent (S. Thompson): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0194,5/17/2025 14:35,CUST-75506,Spanish,Chat,Advisory Appointment,Medium,Necesito reprogramar con mi asesor; calendario no sincroniza.,S. Thompson,Caroline Foster,Advisory Services – Scheduling,5,84,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (S. Thompson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (S. Thompson): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Caroline Foster hará seguimiento durante 24 horas. Agent (S. Thompson): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0195,5/21/2025 18:54,CUST-91000,French,Chat,Portfolio Performance,High,Le tableau de bord affiche des rendements incohérents.,J. Chen,Émile Laurent,Advisory Analytics,2,1277,3,Neutral,Average,Resolved,Contoso Financial Advisors,22.14,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (J. Chen): Je consulte les journaux et la politique des autorisations de votre compte. Agent (J. Chen): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Émile Laurent assurera un suivi pendant 24 heures. Agent (J. Chen): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0196,6/18/2025 14:25,CUST-71932,English,Phone,Mobile App Bug,Medium,App crashes on portfolio view on iOS.,A. Patel,Yuki Tanaka,Digital Platforms – Mobile,5,981,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (A. Patel): Thank you for calling Contoso Financial Advisors. Customer: The app crashes on portfolio view. Agent (A. Patel): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0197,6/18/2025 8:33,CUST-88199,Spanish,Chat,Tax Document,Medium,Falta el formulario 1099 o tiene datos incompletos.,S. Thompson,Isabella Conti,Tax Center,5,,3,Negative,Average,Unresolved,Contoso Financial Advisors,14.59,Escalado; en espera de actualización del especialista.,"Cliente: Claro, puedo proporcionarlo. Agent (S. Thompson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (S. Thompson): He escalado el caso al equipo especialista y creado una alerta en la cuenta. El asesor Isabella Conti le actualizará antes de finalizar el día. Agent (S. Thompson): Le mantendremos informado por su medio de contacto preferido. Puede referirse al número de ticket en cualquier respuesta."
